location_id,geometry
607,POINT (9.019314905794388 46.800136657753214)
608,POINT (8.97222322531529 46.803856798668335)
609,POINT (8.984285981433585 46.841953931327645)
610,POINT (9.031438870324095 46.838224179715255)
611,POINT (9.04358908805643 46.87633879944286)
612,POINT (8.996374866622624 46.880078187654924)
613,POINT (9.008489960197773 46.918229543215176)
614,POINT (9.055765638643189 46.91448049243044)
615,POINT (9.103067337605712 46.91070937387225)
616,POINT (9.090829329304164 46.872577398439766)
617,POINT (9.138095500724488 46.86879395316365)
618,POINT (9.150394967105115 46.90691615601036)
619,POINT (9.162721095514716 46.945065354912195)
620,POINT (9.115331883397813 46.94886837168067)
621,POINT (9.127623047294275 46.987054366895464)
622,POINT (9.175073966903652 46.98324152482795)
623,POINT (9.187453662538905 47.02144464051901)
624,POINT (9.199860264005592 47.059674676548816)
625,POINT (9.152285553434679 47.063507248679294)
626,POINT (9.139940910224436 47.02526733434984)
627,POINT (9.092454088728864 47.02906776295268)
628,POINT (9.104736773502923 47.06731749999518)
629,POINT (9.05721401556111 47.0711054622193)
630,POINT (9.04499328905807 47.03284595800227)
631,POINT (9.032799091321221 46.99461345331453)
632,POINT (9.08019805854597 46.990844999182116)
633,POINT (9.067968602047632 46.952649233976274)
634,POINT (9.020631341784773 46.956407973377466)
635,POINT (8.973320192713304 46.96014462156518)
636,POINT (8.926035244720152 46.96385921032231)
637,POINT (8.938079583006443 47.0020839541376)
638,POINT (8.98542623606546 46.998359761022336)
639,POINT (8.997558602000353 47.03660195127689)
640,POINT (9.009717370741928 47.07487116717857)
641,POINT (8.962246929959328 47.07861464680336)
642,POINT (8.950150118125807 47.040335774657805)
643,POINT (8.90276792778571 47.044047460128716)
644,POINT (8.91480278390791 47.08233593312704)
645,POINT (8.867385023062303 47.086035058285404)
646,POINT (8.855412121111904 47.047737039775264)
647,POINT (8.843465243297603 47.00946612442813)
648,POINT (8.890759222153632 47.00578606459439)
649,POINT (8.878776587474475 46.967551771533195)
650,POINT (8.831544310427088 46.97122233718305)
651,POINT (8.819649243618416 46.93300570278261)
652,POINT (8.807779964298524 46.894816245773356)
653,POINT (8.85488921438212 46.89116459188387)
654,POINT (8.866819944522534 46.929344605757606)
655,POINT (8.914017023698468 46.925661568094625)
656,POINT (8.96124039203367 46.92195655785868)
657,POINT (8.949186754428585 46.88379559465943)
658,POINT (8.902024840684064 46.8874910521408)
659,POINT (8.890058616729252 46.84934768695117)
660,POINT (8.937159200610838 46.845661756527896)
661,POINT (8.925157651602495 46.80755506782884)
662,POINT (8.878118273194527 46.81123149682053)
663,POINT (8.83110517841428 46.81488611732867)
664,POINT (8.842984318446065 46.853011754332485)
665,POINT (8.795936394201767 46.8566539905063)
666,POINT (8.784118455368437 46.81851896113736)
667,POINT (8.737158191946898 46.822130060129105)
668,POINT (8.748914932219522 46.860274427405905)
669,POINT (8.701920020504595 46.8638730970629)
670,POINT (8.690224475822205 46.82571944628422)
671,POINT (8.643317394448985 46.82928715168035)
672,POINT (8.596437035063376 46.83283320849191)
673,POINT (8.608010198804818 46.87100526326416)
674,POINT (8.654951746843775 46.86745003160676)
675,POINT (8.66661135584412 46.905640212654745)
676,POINT (8.619608494025655 46.90920464395636)
677,POINT (8.631231997314378 46.94743132668652)
678,POINT (8.67829629838274 46.94385767087432)
679,POINT (8.725387331983164 46.94026220315739)
680,POINT (8.713640946799575 46.90205402402673)
681,POINT (8.76069717899119 46.898446045793335)
682,POINT (8.772505009880245 46.93664489120447)
683,POINT (8.784338502809845 46.97487093935747)
684,POINT (8.737159253635058 46.97849761024188)
685,POINT (8.748956789640097 47.01676022087205)
686,POINT (8.79619773600943 47.01312416577513)
687,POINT (8.808082788016193 47.05140454578445)
688,POINT (8.819993737676551 47.089712054516134)
689,POINT (8.772629017783512 47.09336695415827)
690,POINT (8.760780018189736 47.05505001044413)
691,POINT (8.713503901102461 47.05867346614247)
692,POINT (8.725290953194241 47.09699978965167)
693,POINT (8.677979633497415 47.10061059353645)
694,POINT (8.66625452600246 47.06227494536741)
695,POINT (8.654554935957886 47.023966501760725)
696,POINT (8.701742493319907 47.02037432205534)
697,POINT (8.690006651694912 46.982102382121)
698,POINT (8.642880785560877 46.985685287378324)
699,POINT (8.59578174358314 46.98924635849557)
700,POINT (8.54870961389004 46.992785628052154)
701,POINT (8.560260392634675 47.03108522697374)
702,POINT (8.607394206241223 47.02753679252264)
703,POINT (8.619031981915418 47.06585448070612)
704,POINT (8.630695148058729 47.1041993984525)
705,POINT (8.583437586020315 47.10776623713887)
706,POINT (8.571836357644028 47.06941210484444)
707,POINT (8.524667741767407 47.07294785056639)
708,POINT (8.536207036300166 47.11131114243326)
709,POINT (8.48900358759155 47.11483414727153)
710,POINT (8.477526222640549 47.0764617507536)
711,POINT (8.466073866495442 47.038116657961794)
712,POINT (8.51315358338001 47.03461183784432)
713,POINT (8.501664484387486 46.996303128724655)
714,POINT (8.454646442758426 46.999798893286275)
715,POINT (8.443243875332762 46.96150848092232)
716,POINT (8.431866088421332 46.92324544487079)
717,POINT (8.47876115909493 46.91976771814809)
718,POINT (8.490200368341604 46.95802174746994)
719,POINT (8.53718394461133 46.95451333240982)
720,POINT (8.584194516792772 46.95098320302296)
721,POINT (8.572632449024873 46.912747350307804)
722,POINT (8.525683308301733 46.916268364182)
723,POINT (8.514207628764966 46.878050747309665)
724,POINT (8.56109546373588 46.87453882435856)
725,POINT (8.549583484682485 46.83635764898958)
726,POINT (8.502756830103834 46.8398605055398)
727,POINT (8.455957157904816 46.84334181060416)
728,POINT (8.467346780799385 46.88154106463282)
729,POINT (8.420513006525194 46.88500980893855)
730,POINT (8.409184554442158 46.84680159673896)
731,POINT (8.39788065726535 46.80862083169232)
732,POINT (8.444592215157563 46.80516997954888)
733,POINT (8.433251877599032 46.76702559476095)
734,POINT (8.386601240381811 46.77046753702632)
735,POINT (8.375346229471074 46.732341735776515)
736,POINT (8.36411555050378 46.69424345078676)
737,POINT (8.410644719680679 46.69081925620184)
738,POINT (8.421936070564296 46.72890867934203)
739,POINT (8.468552964858555 46.725454265416325)
740,POINT (8.457200936659774 46.68737375766451)
741,POINT (8.503784116387102 46.683906922835405)
742,POINT (8.515196826976377 46.72197846160582)
743,POINT (8.526634241801869 46.760077444282054)
744,POINT (8.479929573306533 46.763562241328806)
745,POINT (8.491330836718793 46.80169766242599)
746,POINT (8.538096435920185 46.798203847821576)
747,POINT (8.584888926512798 46.79468850332779)
748,POINT (8.573365797163087 46.75657117126659)
749,POINT (8.620124153249236 46.75304339002253)
750,POINT (8.631708222028124 46.79115159663149)
751,POINT (8.67855423577864 46.78759309551475)
752,POINT (8.725426880858347 46.784012967855475)
753,POINT (8.713720921940816 46.745923174283554)
754,POINT (8.666909223700918 46.7494940683848)
755,POINT (8.655289363215427 46.711422388331364)
756,POINT (8.702040238481738 46.707860702918396)
757,POINT (8.690384754067601 46.669825577072)
758,POINT (8.643694578246498 46.67337807859859)
759,POINT (8.59703102277931 46.67690911540885)
760,POINT (8.608565112078598 46.71496255522279)
761,POINT (8.561867571321338 46.71848123561017)
762,POINT (8.550394173590343 46.68041871946796)
763,POINT (8.538945528867165 46.64238364575736)
764,POINT (8.527521562341741 46.604376037204275)
765,POINT (8.574037398322766 46.60088451248442)
766,POINT (8.585521809909867 46.63888309356516)
767,POINT (8.632124793014977 46.635361162238254)
768,POINT (8.678754392582533 46.63181781986381)
769,POINT (8.667149078206874 46.59383745422114)
770,POINT (8.620579932036827 46.597371662110206)
771,POINT (8.609059920121725 46.55940960088285)
772,POINT (8.655568735415791 46.55588450287966)
773,POINT (8.644013288977865 46.51795898838389)
774,POINT (8.597564682371662 46.52147500103361)
775,POINT (8.551142679867194 46.52496976282683)
776,POINT (8.562577713163106 46.56291339476809)
777,POINT (8.516122199495499 46.566395916343524)
778,POINT (8.504747366099958 46.52844330551932)
779,POINT (8.458378825490874 46.53189566095932)
780,POINT (8.412037142245786 46.53532686108695)
781,POINT (8.423291590779424 46.57329727026152)
782,POINT (8.46969346385934 46.569857197510196)
783,POINT (8.481032509155119 46.60784626822363)
784,POINT (8.49239603527059 46.64586285082155)
785,POINT (8.445873414287101 46.64932074085773)
786,POINT (8.434570323608066 46.611295237589225)
787,POINT (8.388135090329026 46.6147229774401)
788,POINT (8.399377750866371 46.652757348058735)
789,POINT (8.352909129740272 46.65617270470969)
790,POINT (8.341726893729222 46.61812952000716)
791,POINT (8.330568769306245 46.58011391895075)
792,POINT (8.376916664564398 46.57671616668283)
793,POINT (8.365722400354953 46.538736937933756)
794,POINT (8.319434683592538 46.54212592362217)
795,POINT (8.308324563993512 46.50416555591375)
796,POINT (8.29723833819745 46.46623283752889)
797,POINT (8.343406065156884 46.462861314100245)
798,POINT (8.354552224768508 46.500785313150175)
799,POINT (8.40080690473824 46.49738403208806)
800,POINT (8.447088520444948 46.493961680659176)
801,POINT (8.435822475403027 46.45605527850842)
802,POINT (8.389600805272993 46.45946880509809)
803,POINT (8.378418771150022 46.42158120176149)
804,POINT (8.321185504677242 46.387096279331274)
805,POINT (8.33228384915454 46.424964962363504)
806,POINT (8.286175934174146 46.42832778998254)
807,POINT (8.27513728017358 46.39045043460164)
808,POINT (8.264122304724577 46.35260079252562)
809,POINT (8.448238563019906 46.33909367071047)
810,POINT (8.494334701826036 46.335664660822324)
811,POINT (8.48304603000982 46.297886403529304)
812,POINT (8.43700936360337 46.30130657871888)
813,POINT (8.425804182046157 46.26354714787549)
814,POINT (8.460541027964485 46.22241282188379)
815,POINT (8.471781496150335 46.26013578358277)
816,POINT (8.517785464060077 46.25670356888693)
817,POINT (8.506485757926606 46.21898944648493)
818,POINT (8.552457054152837 46.21554524148302)
819,POINT (8.563816003341264 46.25325047239873)
820,POINT (8.575199257429455 46.290983313689736)
821,POINT (8.529109355533334 46.294445325666786)
822,POINT (8.540457504955077 46.33221469585819)
823,POINT (8.586606889350858 46.3287437443241)
824,POINT (8.598038972321437 46.36653174308254)
825,POINT (8.609495579841006 46.40434728855781)
826,POINT (8.563226869487382 46.40783619167367)
827,POINT (8.55182998521545 46.370011658307575)
828,POINT (8.505647584162459 46.37347053437371)
829,POINT (8.459491852531713 46.37690840282727)
830,POINT (8.470769304655342 46.414750753858904)
831,POINT (8.516984749864253 46.4113040029078)
832,POINT (8.52834627205963 46.449165044960914)
833,POINT (8.482070992189293 46.452620702407216)
834,POINT (8.493396988215357 46.49051822688575)
835,POINT (8.53973222416117 46.48705363888095)
836,POINT (8.586094144179565 46.48356788484937)
837,POINT (8.574648231227917 46.44568827442697)
838,POINT (8.620976785694575 46.44219035915431)
839,POINT (8.632482663953706 46.480060933087586)
840,POINT (8.678897698953254 46.47653275198464)
841,POINT (8.725339164434883 46.47298331002256)
842,POINT (8.713713343460421 46.43513096824911)
843,POINT (8.667331851247068 46.43867126758387)
844,POINT (8.655790797028994 46.40083726205308)
845,POINT (8.644274461899304 46.363030757243344)
846,POINT (8.690536370156586 46.359508669426305)
847,POINT (8.70211243694332 46.39730608074434)
848,POINT (8.748460415264578 46.393753713309046)
849,POINT (8.736824613089976 46.35596544835983)
850,POINT (8.783139106485825 46.352401062864935)
851,POINT (8.79483464746249 46.39018012851767)
852,POINT (8.806555269110703 46.42798662088601)
853,POINT (8.760121177697734 46.431569429776495)
854,POINT (8.771806975442805 46.469412575776865)
855,POINT (8.81830104680929 46.46582051791705)
856,POINT (8.86482129315521 46.462207105207156)
857,POINT (8.85301553264015 46.424382510391695)
858,POINT (8.899501883016558 46.42075706720212)
859,POINT (8.911367628890556 46.4585723065062)
860,POINT (8.957939968215001 46.45491609076876)
861,POINT (9.004538225118436 46.451238427045425)
862,POINT (8.992552502183685 46.41344205884716)
863,POINT (8.9460142347606 46.41711026032088)
864,POINT (8.934114018861383 46.37933175911842)
865,POINT (8.980592417064193 46.37567299448642)
866,POINT (8.96865789308847 46.3379312562896)
867,POINT (8.92223924416763 46.34158060941895)
868,POINT (8.875846506761784 46.34520867433976)
869,POINT (8.887661534315972 46.38296918241696)
870,POINT (8.841235048796435 46.38658529523427)
871,POINT (8.829479765920677 46.34881548185568)
872,POINT (8.817749608601357 46.31107309218695)
873,POINT (8.806044501717441 46.27335814796978)
874,POINT (8.852292112447675 46.26976987611591)
875,POINT (8.86405672461988 46.30747556496957)
876,POINT (8.91038983462356 46.303856833289835)
877,POINT (8.956748853879988 46.30021686639276)
878,POINT (8.944865223355812 46.26252984674202)
879,POINT (8.898565714465951 46.26616045260877)
880,POINT (8.886766808222767 46.22849148906419)
881,POINT (8.933006925725211 46.224870219094086)
882,POINT (8.92117388548831 46.18723800501672)
883,POINT (8.874993040711807 46.19084996415577)
884,POINT (8.828838097691467 46.19444084625155)
885,POINT (8.840552595092744 46.23209162939927)
886,POINT (8.794364370437014 46.23567067075698)
887,POINT (8.782709140215943 46.19801068191304)
888,POINT (8.736606251867723 46.20155950184193)
889,POINT (8.690529516022604 46.20508733683216)
890,POINT (8.702066221921967 46.24276557963645)
891,POINT (8.748202218150764 46.2392286438882)
892,POINT (8.759822966484498 46.27692529897036)
893,POINT (8.771468571092687 46.314649445791105)
894,POINT (8.725213696410313 46.318204656724774)
895,POINT (8.713627590750374 46.280471360010814)
896,POINT (8.66745845830835 46.28399636207694)
897,POINT (8.67898506866192 46.32173875602382)
898,POINT (8.632782771745903 46.32525177481672)
899,POINT (8.621315652742958 46.28750033624671)
900,POINT (8.609873031349554 46.249776462818694)
901,POINT (8.655956465230888 46.24628150893747)
902,POINT (8.644479015849184 46.20859421776937)
903,POINT (8.598454834308363 46.212080175630454)
904,POINT (8.587060988644295 46.1744114955926)
905,POINT (8.633026036866184 46.17093450954928)
906,POINT (8.621597455266805 46.13330240506694)
907,POINT (8.575691421663185 46.13677044342907)
908,POINT (8.656066641130982 46.09221804333455)
909,POINT (8.701966307357946 46.08871736407878)
910,POINT (8.713488369984278 46.12630384110826)
911,POINT (8.667529798821404 46.1298135479186)
912,POINT (8.679017399434128 46.167436652640916)
913,POINT (8.725034993697005 46.16391789394117)
914,POINT (8.771078736796506 46.16037820261449)
915,POINT (8.759473086206071 46.122773253850454)
916,POINT (8.805483864731285 46.119221755450546)
917,POINT (8.817148545667667 46.15681754791658)
918,POINT (8.863244337039337 46.15323589919491)
919,POINT (8.909366027434716 46.1496332258892)
920,POINT (8.897583276642173 46.11205590290279)
921,POINT (8.851520622598752 46.11564931530518)
922,POINT (8.839821823069231 46.07809023342283)
923,POINT (8.88582555847523 46.07450605706125)
924,POINT (8.87409279858388 46.036983709181285)
925,POINT (8.828147864414408 46.04055867429723)
926,POINT (8.793843980877023 46.0816534897225)
927,POINT (8.747892114755754 46.085195856423105)
928,POINT (8.77063830980957 46.00659962102366)
929,POINT (8.816498672881037 46.0030546584914)
930,POINT (8.862384922902253 45.99948887989301)
931,POINT (8.850701857647286 45.962021589640464)
932,POINT (8.541122337211917 46.17786764178749)
933,POINT (8.907183441148273 45.842664648644124)
934,POINT (8.952913250313268 45.83907336111205)
935,POINT (8.998668606438619 45.835461344151206)
936,POINT (9.044449427493566 45.8318285680417)
937,POINT (7.862634453473504 45.919612624390126)
938,POINT (7.817541855705768 45.92271555106292)
939,POINT (7.772476789724381 45.925798519635926)
940,POINT (7.727439332232898 45.92886156203928)
941,POINT (7.682429559724301 45.93190471028161)
942,POINT (7.547567113859208 45.94091511129615)
943,POINT (7.502668841987464 45.943879004533784)
944,POINT (7.4479543500542675 45.90921641196922)
945,POINT (7.457798634391917 45.94682316481412)
946,POINT (7.412956566294369 45.94974762460664)
947,POINT (7.403170144875351 45.91213332330546)
948,POINT (7.3584141417048015 45.91503061632821)
949,POINT (7.368142712703502 45.95265241645591)
950,POINT (7.323357148414547 45.95553757298115)
951,POINT (7.313686415054916 45.91790832359529)
952,POINT (7.268987039224817 45.92076647773829)
953,POINT (7.278599948008932 45.958403126875716)
954,POINT (7.233871185853951 45.96124911090663)
955,POINT (7.224316088300122 45.923605111462045)
956,POINT (7.2147813477494465 45.885989525054654)
957,POINT (7.259394605611229 45.883158221702104)
958,POINT (7.205266903242913 45.84840236890321)
959,POINT (7.160739691940383 45.851206972502176)
960,POINT (7.116241025071627 45.853992219562244)
961,POINT (7.125640360665038 45.89159384938205)
962,POINT (7.17019657497456 45.88880139001894)
963,POINT (7.179673636152613 45.92642425754423)
964,POINT (7.18917093610244 45.96407555791408)
965,POINT (7.144499272692439 45.966882500810954)
966,POINT (7.135059756439914 45.929223948834775)
967,POINT (7.090474522605181 45.932004218255464)
968,POINT (7.099856269346882 45.96966997258236)
969,POINT (7.055241999573267 45.97243800628512)
970,POINT (7.045918007876775 45.934765098799424)
971,POINT (7.036613899886444 45.89712068280974)
972,POINT (7.081112777985506 45.89436693600248)
973,POINT (7.0717709755239975 45.85675814287875)
974,POINT (7.01065653666336 45.9751866350473)
975,POINT (6.627184661898287 46.459443089650485)
976,POINT (6.6721486036723565 46.45682547976152)
977,POINT (6.717142353633947 46.45418824306394)
978,POINT (6.762165837530925 46.45153134485343)
979,POINT (6.77122058538919 46.48963743002209)
980,POINT (6.726137928596793 46.4923012335802)
981,POINT (6.735153011533533 46.53044265345252)
982,POINT (6.780294965041129 46.52777192568064)
983,POINT (6.789389036541722 46.565934812623)
984,POINT (6.798502860184746 46.60412607146128)
985,POINT (6.7532419403564985 46.606810704470796)
986,POINT (6.744187662141743 46.56861248352768)
987,POINT (6.6990160720263985 46.5712703420589)
988,POINT (6.7080108214856065 46.60947547455468)
989,POINT (6.662809578983398 46.61212041669481)
990,POINT (6.653874341315215 46.573908423129026)
991,POINT (6.6449584820164125 46.53572485797669)
992,POINT (6.690040825582272 46.533093619270225)
993,POINT (6.681085022577452 46.494945325470866)
994,POINT (6.636061941871105 46.49756974046767)
995,POINT (6.591068760789512 46.50017451341446)
996,POINT (6.546105553415958 46.50275967922485)
997,POINT (6.554883620212429 46.54092829378038)
998,POINT (6.5999060554361355 46.5383364044855)
999,POINT (6.608762544898123 46.576526761721475)
1000,POINT (6.617638288030889 46.61474556594448)
1001,POINT (6.572497023578469 46.61735095742794)
1002,POINT (6.563680757435144 46.579125392890155)
1003,POINT (6.518629053356101 46.58170435175904)
1004,POINT (6.527385860345605 46.619936626339786)
1005,POINT (6.482304872820557 46.62250260794455)
1006,POINT (6.473607506860331 46.58426367352157)
1007,POINT (6.4649290201710095 46.546053241010945)
1008,POINT (6.509891250486805 46.5435005609147)
1009,POINT (6.501172393604965 46.50532527288171)
1010,POINT (6.456269354982014 46.507871329436675)
1011,POINT (6.4476284537523565 46.46971795764204)
1012,POINT (6.439006259169511 46.43159314429001)
1013,POINT (6.483791286426095 46.42906028064567)
1014,POINT (6.492472424808745 46.46717850655417)
1015,POINT (6.537346498783603 46.464619568168786)
1016,POINT (6.582250602336402 46.46204110750504)
1017,POINT (6.385706646068524 46.39600384886157)
1018,POINT (6.341040789094258 46.39849147165674)
1019,POINT (6.287996241760567 46.36287281120475)
1020,POINT (6.243449643951155 46.365315548162854)
1021,POINT (6.251799996603356 46.40340890286231)
1022,POINT (6.296405215317765 46.40095981128863)
1023,POINT (6.304832412158759 46.43907545958661)
1024,POINT (6.260168449316042 46.44153092317659)
1025,POINT (6.268555057515273 46.47968159099992)
1026,POINT (6.313277888068612 46.47721973794393)
1027,POINT (6.35803111261381 46.47473853818742)
1028,POINT (6.349526749549198 46.43660069868259)
1029,POINT (6.394251389343594 46.43410660528744)
1030,POINT (6.402814658726362 46.472237956481095)
1031,POINT (6.4113965109432565 46.5103978840096)
1032,POINT (6.3665539346552436 46.51290497178806)
1033,POINT (6.37509527226535 46.5510999809218)
1034,POINT (6.419997002946735 46.54858636926024)
1035,POINT (6.428616191916391 46.58680339344021)
1036,POINT (6.437254135260073 46.62504893757611)
1037,POINT (6.392233721689114 46.62757565063723)
1038,POINT (6.383655182261783 46.589323546845904)
1039,POINT (6.338724551402677 46.59182416913757)
1040,POINT (6.347243705900579 46.63008278259904)
1041,POINT (6.302284161455016 46.63257036900046)
1042,POINT (6.293824372613639 46.594305295781574)
1043,POINT (6.285382963183458 46.5560687958561)
1044,POINT (6.330223901347624 46.55359411132244)
1045,POINT (6.321741699054663 46.515392628026916)
1046,POINT (6.2769598768480614 46.5178608880477)
1047,POINT (6.2322085405115955 46.52030978723818)
1048,POINT (6.187487762290777 46.52273936105187)
1049,POINT (6.195792675919496 46.560959969230545)
1050,POINT (6.24057253053162 46.55852406998327)
1051,POINT (6.248954718937367 46.59676696231129)
1052,POINT (6.257355161680369 46.635038445447805)
1053,POINT (6.2124567796717045 46.63748704761415)
1054,POINT (6.204115663184425 46.5992092043265)
1055,POINT (6.159307277932992 46.60163205749293)
1056,POINT (6.167589088290953 46.639916211238926)
1057,POINT (6.1145296355286085 46.60403555754175)
1058,POINT (6.106324989765454 46.56577378551912)
1059,POINT (6.151043471642824 46.56337652919009)
1060,POINT (6.142797614200214 46.52514964500744)
1061,POINT (6.089969115667334 46.48933624349861)
1062,POINT (6.0818177782800475 46.45116051022029)
1063,POINT (6.126359526076473 46.448781882812945)
1064,POINT (6.134569650605092 46.486951423442356)
1065,POINT (6.179200866933654 46.48454739833622)
1066,POINT (6.22386269314864 46.482124132670506)
1067,POINT (6.215534932935882 46.44396712469517)
1068,POINT (6.170931934703947 46.44638409944992)
1069,POINT (6.162680910676828 46.40824948258037)
1070,POINT (6.207225204587152 46.40583878154796)
1071,POINT (6.198933453035894 46.367739121286036)
1072,POINT (6.154447740145759 46.37014356573643)
1073,POINT (6.109992576183769 46.372528916739924)
1074,POINT (6.1181671860513775 46.41064104125849)
1075,POINT (6.073684101660873 46.41301349294488)
1076,POINT (6.093696330615199 46.296390889764794)
1077,POINT (6.04132492637621 46.26071293947432)
1078,POINT (6.03327874809701 46.222709767363725)
1079,POINT (6.077470358901057 46.22036794202375)
1080,POINT (6.085574587297334 46.258365022342055)
1081,POINT (6.129854805715235 46.25599819277792)
1082,POINT (6.121692506431293 46.218007252569585)
1083,POINT (6.165945121101176 46.21562766400459)
1084,POINT (6.174165511773181 46.25361241571229)
1085,POINT (6.182403661151235 46.291625920755784)
1086,POINT (6.138034741830594 46.294017903270706)
1087,POINT (6.1462323686214075 46.33206636674884)
1088,POINT (6.1906596234341 46.32966816178828)
1089,POINT (6.235117336153245 46.32725087700556)
1090,POINT (6.226803018222233 46.289214907139886)
1091,POINT (6.271232742462201 46.28678482740595)
1092,POINT (6.307279853831505 46.2463410497463)
1093,POINT (6.298885068705752 46.20837515460887)
1094,POINT (6.254541472387651 46.21081164986524)
1095,POINT (6.262878106252566 46.248783879109574)
1096,POINT (6.218506635388453 46.25120765613773)
1097,POINT (6.2102281330989095 46.21322914139395)
1098,POINT (6.201967457016218 46.175279380126746)
1099,POINT (6.14955740015078 46.1397444891018)
1100,POINT (6.15774243515077 46.177671682803)
1101,POINT (6.11354779034773 46.180045099768456)
1102,POINT (6.105420604045477 46.14211175132138)
1103,POINT (6.061314233975344 46.14446021082677)
1104,POINT (6.069383592149223 46.182399665885384)
1105,POINT (6.025249909872838 46.18473541607762)
1106,POINT (6.017238358990258 46.14678990246906)
1107,POINT (5.965256397141271 46.111178207769136)
1108,POINT (5.973193047916074 46.149100861160015)
1109,POINT (5.98114681261142 46.18705238533004)
1110,POINT (5.989117743380215 46.225032763647604)
1111,POINT (6.515849158921715 46.970539012253916)
1112,POINT (6.470288427052592 46.97312557659178)
1113,POINT (6.220816081190089 46.67579348018768)
1114,POINT (6.265773914936135 46.67333850043796)
1115,POINT (6.274211035105257 46.71166710814603)
1116,POINT (6.3729127662659195 46.745029765415914)
1117,POINT (6.319259103764753 46.709186159120556)
1118,POINT (6.3107623862493245 46.67086399650854)
1119,POINT (6.355781421748767 46.66836993265292)
1120,POINT (6.36433775608249 46.706685600064105)
1121,POINT (6.409446918156052 46.70416539522421)
1122,POINT (6.40083094781995 46.66585627319178)
1123,POINT (6.445910890615005 46.6633229825135)
1124,POINT (6.454586515848919 46.70162550891648)
1125,POINT (6.463281069061192 46.73995649726731)
1126,POINT (6.418081690429471 46.74250299726748)
1127,POINT (6.426735322603681 46.780869059672355)
1128,POINT (6.47199460858398 46.77831592786586)
1129,POINT (6.480727192983381 46.8167037808293)
1130,POINT (6.489478881060584 46.85512003609157)
1131,POINT (6.444099399672366 46.85768648605662)
1132,POINT (6.435407872874726 46.81926356260703)
1133,POINT (6.4160699788427085 46.93717736893516)
1134,POINT (6.461539617742019 46.93461751352339)
1135,POINT (6.452809961661238 46.896137809822825)
1136,POINT (6.498249731853028 46.89356467340299)
1137,POINT (6.507039804635582 46.93203767232984)
1138,POINT (6.552570463388184 46.92943780930241)
1139,POINT (6.543719955593873 46.89097156627748)
1140,POINT (6.589220556808858 46.88835845253817)
1141,POINT (6.598131517626578 46.92681788846039)
1142,POINT (6.643722890739795 46.92417787389508)
1143,POINT (6.689344505879451 46.921517729770265)
1144,POINT (6.680312586177013 46.883072061944084)
1145,POINT (6.634751459186091 46.88572529634852)
1146,POINT (6.62579963300685 46.847301024649774)
1147,POINT (6.671300399535784 46.84465468110597)
1148,POINT (6.66230788519004 46.80626560789916)
1149,POINT (6.616867351808161 46.808905079389206)
1150,POINT (6.571457008050245 46.81152457494825)
1151,POINT (6.580329073623911 46.849927341188184)
1152,POINT (6.534888797637089 46.85253366641397)
1153,POINT (6.5260769298693555 46.81412413019746)
1154,POINT (6.517284292881005 46.77574297792932)
1155,POINT (6.562604300306548 46.77315017417176)
1156,POINT (6.55377089085051 46.73480415902819)
1157,POINT (6.508510827499995 46.73739022972714)
1158,POINT (6.499756474790748 46.69906590552514)
1159,POINT (6.491021176052981 46.66077002507466)
1160,POINT (6.5361617298201224 46.658197365400625)
1161,POINT (6.544956720377645 46.69648654950351)
1162,POINT (6.590187177772465 46.693887405374554)
1163,POINT (6.581332477370151 46.65560496808595)
1164,POINT (6.626533343924553 46.65299279779499)
1165,POINT (6.635447771905092 46.69126843773135)
1166,POINT (6.644381631535504 46.72957246602947)
1167,POINT (6.5990611839833715 46.73219824962172)
1168,POINT (6.607954555437667 46.77053748097261)
1169,POINT (6.653334982616974 46.76790486278223)
1170,POINT (6.698745505952943 46.76525228412239)
1171,POINT (6.744186049320226 46.762579709586866)
1172,POINT (6.73511268727859 46.72426113473052)
1173,POINT (6.689732157910434 46.72692677284427)
1174,POINT (6.680738427472734 46.68862961123769)
1175,POINT (6.6717642544728735 46.65036081926233)
1176,POINT (6.717025133773012 46.64770899729339)
1177,POINT (6.726059068940238 46.68597089062847)
1178,POINT (6.771409620540374 46.68329224071035)
1179,POINT (6.762315906351525 46.64503729676487)
1180,POINT (6.807636496503935 46.6423456826253)
1181,POINT (6.816790006274166 46.68059362636216)
1182,POINT (6.825963450512634 46.718869882735824)
1183,POINT (6.780523143577603 46.72157551642467)
1184,POINT (6.789656536359951 46.75988710384187)
1185,POINT (6.835156890480047 46.75717443162664)
1186,POINT (6.844370387681812 46.795507252730935)
1187,POINT (6.853604003869254 46.83386832556057)
1188,POINT (6.807983175965048 46.83659513260114)
1189,POINT (6.798809860027535 46.79822698271208)
1190,POINT (6.753279215839353 46.80092659500113)
1191,POINT (6.707778532007937 46.8036061249288)
1192,POINT (6.716831296724978 46.841988274936234)
1193,POINT (6.762392247853403 46.83930177059279)
1194,POINT (6.771525206624249 46.87770521579673)
1195,POINT (6.725903860996713 46.88039871363304)
1196,POINT (6.734996285960069 46.918837420322724)
1197,POINT (6.780678153659396 46.91613690986283)
1198,POINT (6.826390031418733 46.913416162774986)
1199,POINT (6.817176545802961 46.874991532890135)
1200,POINT (6.862857801040815 46.87225762944248)
1201,POINT (6.872131841443271 46.910675143518255)
1202,POINT (6.881426187572962 46.949120846743725)
1203,POINT (6.835623694938034 46.951869001265976)
1204,POINT (6.844877598735968 46.990350027187354)
